#NUM,873
#TIME,UID,dx/dt,dy/dt
#TU=60,
1077,661,10,-90
1078,668,20,-130
1079,669,-20,-180
1080,675,-50,30
1081,678,0,-170
1082,679,-10,-100
1083,682,0,-70
1084,687,0,-140
1085,691,130,0
1086,693,10,90
1087,698,0,-220
1088,702,-20,80
1089,706,0,60
1090,706,-20,-170
1091,709,-20,-220
1092,713,-10,-50
1093,714,-100,80
1094,716,-10,-170
1095,718,50,40
1096,721,-110,140
1097,723,90,130
1098,724,0,-70
1099,726,40,-180
1100,727,100,-100
1101,732,0,90
1102,736,-140,0
1103,742,10,-100
1104,747,-10,70
1105,748,-150,-120
1106,754,10,-210
1107,760,-40,-20
1108,762,0,90
1109,766,150,0
1110,773,-40,-100
1111,776,120,110
1112,781,30,-140
1113,788,40,60
1114,794,0,-120
1115,799,-60,-80
1116,802,20,-80
1117,806,0,-150
1118,809,80,-30
1119,812,50,70
1120,814,120,180
1121,815,10,180
1122,817,10,-60
1123,820,-110,-70
1124,827,90,140
1125,834,-80,60
1126,835,0,-70
1127,838,0,-100
1128,841,30,-50
1129,843,10,-150
1130,848,0,60
1131,851,-80,-40
1132,853,-10,-160
1133,856,-150,-150
1134,860,-30,50
1135,862,-20,-140
1136,866,-20,120
1137,870,0,-60
1138,871,90,-10
1139,874,0,60
1140,875,10,-50
1141,879,0,-110
1142,881,0,150
1143,884,30,-20
1144,890,0,70
1145,893,20,200
1146,896,20,-80
1147,901,70,-130
1148,903,0,160
1149,905,-10,-70
1150,908,-60,-80
1151,912,-10,140
1152,916,0,50
1153,919,-30,-140
1154,921,-20,-120
1155,928,-60,50
1156,932,50,60
1157,938,-120,10
1158,941,0,-120
1159,944,130,-70
1160,946,80,-70
1161,949,-10,-100
1162,952,-100,-20
1163,956,100,-60
1164,965,0,-50
1165,971,20,-50
1166,974,0,-90
1167,976,60,0
1168,980,-10,100
1169,984,-110,0
1170,985,70,-80
1171,989,0,130
1172,992,-120,-110
1173,996,90,70
1174,997,0,-140
1175,1001,120,90
1176,1004,90,0
1177,1009,-10,-110
1178,1011,110,0
1179,1014,40,70
1180,1017,-70,40
1181,1020,0,-180
1182,1025,0,-130
1183,1026,0,-80
1184,1030,180,-20
1185,1031,90,0
1186,1036,10,-70
1187,1037,-70,-50
1188,1043,0,-30
1189,1051,-80,120
1190,1058,-210,0
1191,1060,0,-90
1192,1063,-140,70
1193,1065,-140,-10
1194,1067,0,-50
1195,1069,-130,0
1196,1072,-80,10
1197,1074,0,-60
1198,1078,-10,-170
1199,1080,-80,80
1200,1085,50,0
1201,1087,-100,-150
1202,1094,-110,-90
1203,1097,-70,70
1204,1100,-40,-20
1205,1101,0,150
1206,1104,-90,0
1207,1107,0,-50
1208,1116,110,-80
1209,1124,-60,30
1210,1128,-30,130
1211,1130,0,80
1212,1130,10,-70
